No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,AQI_Level
22134,2015,9,9,5,62,80,5,74,900,25,19.8,1013.2,15.9,0,E,0.7,Tiantan,09-09-2015 05:00,Moderate
22134,2015,9,9,5,28,33,4,25,900,64,21,1008.6,15.1,0,WNW,1.2,Changping,09-09-2015 05:00,Good
22134,2015,9,9,5,66,77,3,53,900,44,19.8,1013.2,15.9,0,E,0.7,Wanshouxigong,09-09-2015 05:00,Moderate
22135,2015,9,9,6,48,55,2,28,700,42,18.1,1009.1,16.3,0,NNE,0.9,Huairou,09-09-2015 06:00,Good
22135,2015,9,9,6,60,69,5,67,900,34,19.6,1013.7,15.7,0,NNE,1,Tiantan,09-09-2015 06:00,Moderate
22135,2015,9,9,6,34,43,2,28,900,57,21.3,1009,14.9,0,NNW,0.9,Changping,09-09-2015 06:00,Good
22135,2015,9,9,6,60,70,2,60,900,44,19.6,1013.7,15.7,0,NNE,1,Wanshouxigong,09-09-2015 06:00,Moderate
22136,2015,9,9,7,47,70,3,26,700,43,18.5,1009.6,16.7,0,WNW,1,Huairou,09-09-2015 07:00,Good
22136,2015,9,9,7,53,74,5,84,1000,23,20.5,1014.2,14.6,0,N,1.6,Tiantan,09-09-2015 07:00,Moderate
22136,2015,9,9,7,30,54,3,62,1100,14,20.8,1009.7,16.2,0,NW,0.7,Changping,09-09-2015 07:00,Good
22136,2015,9,9,7,47,61,2,41,900,74,20.5,1014.2,14.6,0,N,1.6,Wanshouxigong,09-09-2015 07:00,Good
22137,2015,9,9,8,55,72,6,83,1000,38,21.3,1014.8,14.2,0,N,1.5,Tiantan,09-09-2015 08:00,Moderate
22137,2015,9,9,8,43,66,2,44,900,76,21.3,1014.8,14.2,0,N,1.5,Wanshouxigong,09-09-2015 08:00,Good
22137,2015,9,9,8,23,23,6,46,900,25,21.8,1010.1,15.9,0,W,0.8,Changping,09-09-2015 08:00,Good
22137,2015,9,9,8,50,72,3,32,800,36,21.8,1010.1,17.2,0,NE,1.3,Huairou,09-09-2015 08:00,Good
22138,2015,9,9,9,14,26,7,31,800,39,23,1010.6,15.3,0,NW,1.6,Changping,09-09-2015 09:00,Good
22138,2015,9,9,9,53,81,6,89,1100,31,22,1015.4,15.4,0,NNE,1.4,Tiantan,09-09-2015 09:00,Moderate
22138,2015,9,9,9,44,52,4,22,700,66,22.6,1010.6,16.8,0,E,1.2,Huairou,09-09-2015 09:00,Good
22138,2015,9,9,9,46,79,3,65,1000,42,22,1015.4,15.4,0,NNE,1.4,Wanshouxigong,09-09-2015 09:00,Good
22139,2015,9,9,10,49,77,6,84,1100,25,23.1,1015.7,15.9,0,N,1.6,Tiantan,09-09-2015 10:00,Good
22139,2015,9,9,10,27,77,3,18,600,60,23.9,1011,16.4,0,NE,1.4,Huairou,09-09-2015 10:00,Good
22139,2015,9,9,10,40,72,4,67,1100,25,23.1,1015.7,15.9,0,N,1.6,Wanshouxigong,09-09-2015 10:00,Good
22139,2015,9,9,10,16,25,6,31,700,40,23.4,1011.1,15.7,0,NNW,1.6,Changping,09-09-2015 10:00,Good
22140,2015,9,9,11,44,56,6,62,900,48,24.2,1015.6,15.7,0,N,2.5,Tiantan,09-09-2015 11:00,Good
22140,2015,9,9,11,13,23,2,8,500,57,24.2,1010.8,15.7,0,NE,3.4,Huairou,09-09-2015 11:00,Good
22140,2015,9,9,11,43,76,4,68,1100,25,24.2,1015.6,15.7,0,N,2.5,Wanshouxigong,09-09-2015 11:00,Good
22140,2015,9,9,11,10,19,4,27,700,42,23.8,1011.1,15.3,0,NNW,1.8,Changping,09-09-2015 11:00,Good
22141,2015,9,9,12,40,52,4,48,800,77,24.6,1015.4,15,0,ENE,2.6,Tiantan,09-09-2015 12:00,Good
22141,2015,9,9,12,30,44,3,38,800,66,24.6,1015.4,15,0,ENE,2.6,Wanshouxigong,09-09-2015 12:00,Good
22141,2015,9,9,12,12,16,4,23,700,47,24.4,1010.8,15.6,0,NNW,2.1,Changping,09-09-2015 12:00,Good
22141,2015,9,9,12,13,24,3,5,500,62,24.5,1010.8,16,0,NE,2.5,Huairou,09-09-2015 12:00,Good
22142,2015,9,9,13,31,41,5,37,700,101,25.3,1014.9,16.2,0,ENE,1.8,Tiantan,09-09-2015 13:00,Good
22142,2015,9,9,13,31,42,3,26,700,102,25.3,1014.9,16.2,0,ENE,1.8,Wanshouxigong,09-09-2015 13:00,Good
22142,2015,9,9,13,10,38,3,4,400,65,24.1,1010.5,15.6,0,NNE,3.6,Huairou,09-09-2015 13:00,Good
22142,2015,9,9,13,15,19,4,21,600,51,24.7,1010.5,16.1,0,NNW,2.1,Changping,09-09-2015 13:00,Good
22143,2015,9,9,14,9,25,2,4,400,63,23.4,1011,15.2,0,NNE,3.3,Huairou,09-09-2015 14:00,Good
22143,2015,9,9,14,38,54,8,24,700,156,24.8,1015.2,15.7,0,NE,2.2,Tiantan,09-09-2015 14:00,Good
22143,2015,9,9,14,10,12,3,20,600,56,24.5,1010.8,15.7,0,N,2.7,Changping,09-09-2015 14:00,Good
22143,2015,9,9,14,29,50,5,19,700,137,24.8,1015.2,15.7,0,NE,2.2,Wanshouxigong,09-09-2015 14:00,Good
22144,2015,9,9,15,13,16,2,20,600,57,23.9,1010.6,15.7,0,NW,2,Changping,09-09-2015 15:00,Good
22144,2015,9,9,15,23,32,3,20,600,102,24,1015.2,15.8,0,ENE,2.4,Wanshouxigong,09-09-2015 15:00,Good
22144,2015,9,9,15,30,41,5,31,600,107,24,1015.2,15.8,0,ENE,2.4,Tiantan,09-09-2015 15:00,Good
22144,2015,9,9,15,8,11,2,4,400,55,22.6,1010.8,14.7,0,N,3.7,Huairou,09-09-2015 15:00,Good
22145,2015,9,9,16,17,35,3,22,600,82,23.3,1015.4,15.1,0,NE,2.6,Wanshouxigong,09-09-2015 16:00,Good
22145,2015,9,9,16,15,15,2,16,500,72,23.2,1010.7,14.5,0,NNE,2.9,Changping,09-09-2015 16:00,Good
22145,2015,9,9,16,23,35,5,37,600,72,23.3,1015.4,15.1,0,NE,2.6,Tiantan,09-09-2015 16:00,Good
22145,2015,9,9,16,7,13,2,4,400,48,22,1010.9,14.4,0,NNE,2.9,Huairou,09-09-2015 16:00,Good
22146,2015,9,9,17,12,26,2,19,500,69,22.5,1015.8,14.9,0,NE,2.6,Wanshouxigong,09-09-2015 17:00,Good
22146,2015,9,9,17,13,13,2,15,500,68,22.6,1011.1,13.9,0,NNE,1.6,Changping,09-09-2015 17:00,Good
22146,2015,9,9,17,14,28,4,29,500,62,22.5,1015.8,14.9,0,NE,2.6,Tiantan,09-09-2015 17:00,Good
22146,2015,9,9,17,7,18,2,5,400,40,21.3,1011.4,14.5,0,NE,2.4,Huairou,09-09-2015 17:00,Good
22147,2015,9,9,18,10,24,3,29,500,49,21.9,1016.4,14.5,0,NE,1.9,Tiantan,09-09-2015 18:00,Good
22147,2015,9,9,18,13,15,2,18,500,64,22,1011.7,14.1,0,N,1.4,Changping,09-09-2015 18:00,Good
22147,2015,9,9,18,10,25,2,20,500,56,21.9,1016.4,14.5,0,NE,1.9,Wanshouxigong,09-09-2015 18:00,Good
22147,2015,9,9,18,7,7,2,9,400,32,21,1011.9,14.2,0,NNE,2.9,Huairou,09-09-2015 18:00,Good
22148,2015,9,9,19,13,15,2,22,500,54,21.5,1012.1,13.7,0,N,1,Changping,09-09-2015 19:00,Good
22148,2015,9,9,19,7,23,2,32,500,37,21.4,1016.7,14.3,0,NE,1.9,Tiantan,09-09-2015 19:00,Good
22148,2015,9,9,19,8,10,2,9,400,29,20.4,1012.1,13.8,0,NE,3.2,Huairou,09-09-2015 19:00,Good
22148,2015,9,9,19,9,25,2,25,500,43,21.4,1016.7,14.3,0,NE,1.9,Wanshouxigong,09-09-2015 19:00,Good
22149,2015,9,9,20,7,11,2,19,500,54,21.3,1012.8,13.2,0,N,1.5,Changping,09-09-2015 20:00,Good
22149,2015,9,9,20,11,25,2,25,500,37,21,1017.5,13.9,0,NE,2.3,Wanshouxigong,09-09-2015 20:00,Good
22149,2015,9,9,20,9,12,2,10,400,25,20.3,1012.9,13.5,0,NE,2,Huairou,09-09-2015 20:00,Good
22149,2015,9,9,20,10,24,2,30,500,35,21,1017.5,13.9,0,NE,2.3,Tiantan,09-09-2015 20:00,Good
22150,2015,9,9,21,14,19,2,22,500,40,20.7,1018.3,13.6,0,NNE,2.2,Tiantan,09-09-2015 21:00,Good
22150,2015,9,9,21,8,9,2,9,400,27,20,1013.5,13.2,0,ENE,1.4,Huairou,09-09-2015 21:00,Good
22150,2015,9,9,21,5,10,2,18,500,56,20.8,1013.3,13.7,0,NNW,1.6,Changping,09-09-2015 21:00,Good
22150,2015,9,9,21,11,20,2,22,500,36,20.7,1018.3,13.6,0,NNE,2.2,Wanshouxigong,09-09-2015 21:00,Good
22151,2015,9,9,22,15,17,2,30,500,31,19.3,1018.3,14.1,0.1,NNE,2.1,Tiantan,09-09-2015 22:00,Good
22151,2015,9,9,22,7,9,2,21,500,52,20.4,1013.4,13.8,0,NNW,1.3,Changping,09-09-2015 22:00,Good
22151,2015,9,9,22,12,16,2,22,500,33,19.3,1018.3,14.1,0.1,NNE,2.1,Wanshouxigong,09-09-2015 22:00,Good
22151,2015,9,9,22,5,5,2,9,300,30,19.6,1013.4,11.9,0,ENE,2.3,Huairou,09-09-2015 22:00,Good
22152,2015,9,9,23,10,11,2,21,500,34,19.3,1018.4,14.1,0,ESE,0.9,Wanshouxigong,09-09-2015 23:00,Good
22152,2015,9,9,23,12,12,3,31,500,31,19.3,1018.4,14.1,0,ESE,0.9,Tiantan,09-09-2015 23:00,Good
22152,2015,9,9,23,6,16,2,30,400,38,20.4,1013.4,12.9,0,E,1,Changping,09-09-2015 23:00,Good
22152,2015,9,9,23,5,5,2,9,300,31,19.1,1013.5,13.3,0,ESE,0.7,Huairou,09-09-2015 23:00,Good
22153,2015,9,10,0,13,14,4,35,500,30,19.7,1018.5,12.5,0,NNE,1.5,Tiantan,10-09-2015 00:00,Good
22153,2015,9,10,0,8,13,2,19,500,43,19.7,1018.5,12.5,0,NNE,1.5,Wanshouxigong,10-09-2015 00:00,Good
22153,2015,9,10,0,9,20,2,39,500,23,20.2,1013.7,13.9,0,ESE,1.3,Changping,10-09-2015 00:00,Good
22153,2015,9,10,0,7,20,2,9,300,24,18.7,1013.7,13.1,0,NE,0.7,Huairou,10-09-2015 00:00,Good
22154,2015,9,10,1,9,9,2,26,500,33,19.6,1018.2,12.1,0,NE,1.5,Wanshouxigong,10-09-2015 01:00,Good
22154,2015,9,10,1,10,16,2,41,500,14,19.8,1013.6,14.2,0,NNE,0.9,Changping,10-09-2015 01:00,Good
22154,2015,9,10,1,7,7,2,9,300,22,18.2,1013.6,12.6,0,NE,1.7,Huairou,10-09-2015 01:00,Good
22154,2015,9,10,1,16,16,4,35,500,30,19.6,1018.2,12.1,0,NE,1.5,Tiantan,10-09-2015 01:00,Good
22155,2015,9,10,2,9,10,2,28,500,35,19.3,1018.1,12.6,0,ENE,0.8,Wanshouxigong,10-09-2015 02:00,Good
22155,2015,9,10,2,11,12,2,32,400,17,19.6,1013.5,13.8,0,N,1,Changping,10-09-2015 02:00,Good
22155,2015,9,10,2,4,5,2,13,300,18,18.2,1013.4,12.4,0,NE,2.1,Huairou,10-09-2015 02:00,Good
22155,2015,9,10,2,10,10,4,38,400,29,19.3,1018.1,12.6,0,ENE,0.8,Tiantan,10-09-2015 02:00,Good
22156,2015,9,10,3,10,13,2,38,500,17,19.2,1013.3,14.2,0,SW,1,Changping,10-09-2015 03:00,Good
22156,2015,9,10,3,10,10,3,41,400,28,19.4,1018.2,11.4,0,ENE,1,Tiantan,10-09-2015 03:00,Good
22156,2015,9,10,3,5,5,2,24,400,37,19.4,1018.2,11.4,0,ENE,1,Wanshouxigong,10-09-2015 03:00,Good
22156,2015,9,10,3,7,7,2,13,300,14,17.7,1013.4,13.4,0,NW,0.9,Huairou,10-09-2015 03:00,Good
22157,2015,9,10,4,5,7,3,39,300,28,19,1018.2,12.3,0,NE,0.5,Tiantan,10-09-2015 04:00,Good
22157,2015,9,10,4,11,24,3,55,600,2,18.6,1013.3,14.3,0,N,1.1,Changping,10-09-2015 04:00,Good
22157,2015,9,10,4,7,9,2,13,300,10,17.6,1013.5,13.1,0,ESE,0.8,Huairou,10-09-2015 04:00,Good
22157,2015,9,10,4,8,8,2,19,400,41,19,1018.2,12.3,0,NE,0.5,Wanshouxigong,10-09-2015 04:00,Good
22158,2015,9,10,5,5,19,2,11,300,9,16.9,1013.4,14,0.2,NE,1.7,Huairou,10-09-2015 05:00,Good
22158,2015,9,10,5,3,7,2,36,300,26,18.9,1018,12.2,0,ENE,1,Tiantan,10-09-2015 05:00,Good
22158,2015,9,10,5,6,13,2,37,500,8,18.4,1013.3,13.3,0,NE,0.8,Changping,10-09-2015 05:00,Good
22158,2015,9,10,5,5,5,2,24,400,32,18.9,1018,12.2,0,ENE,1,Wanshouxigong,10-09-2015 05:00,Good
22159,2015,9,10,6,5,9,3,32,300,27,19,1018.1,11.1,0,N,1.7,Tiantan,10-09-2015 06:00,Good
22159,2015,9,10,6,6,7,2,31,500,16,18.4,1013.5,13.3,0,SW,0.6,Changping,10-09-2015 06:00,Good
22159,2015,9,10,6,5,8,2,24,400,29,19,1018.1,11.1,0,N,1.7,Wanshouxigong,10-09-2015 06:00,Good
22159,2015,9,10,6,8,19,2,14,400,2,16.8,1013.2,13.7,0,N,1.6,Huairou,10-09-2015 06:00,Good
22160,2015,9,10,7,9,32,2,38,600,6,17.6,1013.7,14.7,0.2,NNW,1.3,Changping,10-09-2015 07:00,Good
22160,2015,9,10,7,4,44,2,21,400,23,17.3,1018.3,14.2,0.4,E,0.9,Wanshouxigong,10-09-2015 07:00,Good
22160,2015,9,10,7,13,22,2,17,400,2,16.9,1013.6,13.8,0,NE,1,Huairou,10-09-2015 07:00,Good
22160,2015,9,10,7,3,28,2,33,400,21,17.3,1018.3,14.2,0.4,E,0.9,Tiantan,10-09-2015 07:00,Good
22161,2015,9,10,8,8,8,2,30,500,11,17.5,1018.2,13.2,0,NNE,1.3,Wanshouxigong,10-09-2015 08:00,Good
22161,2015,9,10,8,7,13,2,41,500,6,17.5,1018.2,13.2,0,NNE,1.3,Tiantan,10-09-2015 08:00,Good
22161,2015,9,10,8,17,23,2,46,700,2,17.5,1013.9,15.3,0.1,NNW,1.1,Changping,10-09-2015 08:00,Good
22161,2015,9,10,8,10,20,2,23,400,2,16.8,1013.6,15.1,0,NW,1.2,Huairou,10-09-2015 08:00,Good
22162,2015,9,10,9,12,12,4,48,600,5,18.1,1017.9,12.5,0,N,2.5,Tiantan,10-09-2015 09:00,Good
22162,2015,9,10,9,9,31,2,18,500,2,17.1,1013.5,15.3,0,WNW,1.9,Huairou,10-09-2015 09:00,Good
22162,2015,9,10,9,11,15,2,39,600,3,16.9,1014,14.9,0.9,NW,1.1,Changping,10-09-2015 09:00,Good
22162,2015,9,10,9,8,8,2,35,600,10,18.1,1017.9,12.5,0,N,2.5,Wanshouxigong,10-09-2015 09:00,Good
22163,2015,9,10,10,7,25,2,33,600,16,18,1018.2,14.5,0.2,NNW,1.7,Wanshouxigong,10-09-2015 10:00,Good
22163,2015,9,10,10,7,31,3,45,600,9,18,1018.2,14.5,0.2,NNW,1.7,Tiantan,10-09-2015 10:00,Good
22163,2015,9,10,10,8,25,2,10,400,2,17.5,1013.7,15.8,0.2,SW,0.8,Huairou,10-09-2015 10:00,Good
22163,2015,9,10,10,4,12,2,41,600,4,16.6,1014.1,14.2,0.9,NW,2,Changping,10-09-2015 10:00,Good
22164,2015,9,10,11,7,13,2,6,400,6,18.3,1013.8,15.9,0.3,NNW,0.6,Huairou,10-09-2015 11:00,Good
22164,2015,9,10,11,14,20,2,36,600,18,17.8,1018.5,13.7,0.1,NNW,2.6,Wanshouxigong,10-09-2015 11:00,Good
22164,2015,9,10,11,15,22,3,48,600,13,17.8,1018.5,13.7,0.1,NNW,2.6,Tiantan,10-09-2015 11:00,Good
22164,2015,9,10,11,8,9,2,37,500,17,16.6,1014.9,14.4,0.5,WNW,1.2,Changping,10-09-2015 11:00,Good
22165,2015,9,10,12,10,23,2,30,600,29,16.7,1019.2,13.4,0.7,NW,2.5,Wanshouxigong,10-09-2015 12:00,Good
22165,2015,9,10,12,9,15,2,43,600,13,16.4,1014.6,13.5,1.1,NW,1,Changping,10-09-2015 12:00,Good
22165,2015,9,10,12,5,9,2,4,300,17,16.4,1014.1,14.1,0.5,WNW,2.7,Huairou,10-09-2015 12:00,Good
22165,2015,9,10,12,8,20,3,40,500,26,16.7,1019.2,13.4,0.7,NW,2.5,Tiantan,10-09-2015 12:00,Good
22166,2015,9,10,13,11,11,2,3,300,22,15.8,1013.9,13.3,0.3,WNW,3.6,Huairou,10-09-2015 13:00,Good
22166,2015,9,10,13,10,10,2,22,500,35,16,1014.2,13.5,0.4,NNE,2.4,Changping,10-09-2015 13:00,Good
22166,2015,9,10,13,11,11,2,29,600,34,16.6,1018.5,12.7,0.6,NW,2,Wanshouxigong,10-09-2015 13:00,Good
22166,2015,9,10,13,17,17,3,47,600,24,16.6,1018.5,12.7,0.6,NW,2,Tiantan,10-09-2015 13:00,Good
22167,2015,9,10,14,16,18,3,49,600,20,16.6,1017.8,11.9,0.4,NNW,1.9,Tiantan,10-09-2015 14:00,Good
22167,2015,9,10,14,3,5,2,14,500,47,16,1013.3,12.7,0.5,N,2.2,Changping,10-09-2015 14:00,Good
22167,2015,9,10,14,10,13,2,32,600,31,16.6,1017.8,11.9,0.4,NNW,1.9,Wanshouxigong,10-09-2015 14:00,Good
22167,2015,9,10,14,4,5,2,3,300,32,16.1,1013,12.5,0.2,NW,1.4,Huairou,10-09-2015 14:00,Good
22168,2015,9,10,15,3,5,2,2,300,39,15.6,1012,12.2,0.2,WNW,2.2,Huairou,10-09-2015 15:00,Good
22168,2015,9,10,15,8,8,2,17,500,43,16.3,1012.4,12.6,0,NNW,1.4,Changping,10-09-2015 15:00,Good
22168,2015,9,10,15,17,17,2,52,600,14,16.5,1016.8,12.1,0,NNW,2.3,Tiantan,10-09-2015 15:00,Good
22168,2015,9,10,15,8,9,2,34,600,28,16.5,1016.8,12.1,0,NNW,2.3,Wanshouxigong,10-09-2015 15:00,Good
22169,2015,9,10,16,4,20,2,4,300,34,15.7,1011.5,11.1,0,W,1.4,Huairou,10-09-2015 16:00,Good
22169,2015,9,10,16,11,11,2,55,600,14,16.2,1016.3,12.7,0,NW,1.9,Tiantan,10-09-2015 16:00,Good
22169,2015,9,10,16,4,6,2,29,500,32,16.1,1012,13.2,0,W,2.1,Changping,10-09-2015 16:00,Good
22169,2015,9,10,16,14,14,2,34,500,29,16.2,1016.3,12.7,0,NW,1.9,Wanshouxigong,10-09-2015 16:00,Good
22170,2015,9,10,17,4,5,2,4,300,38,15,1011.2,12.5,0.4,WSW,1.6,Huairou,10-09-2015 17:00,Good
22170,2015,9,10,17,5,5,2,33,500,39,15.9,1015.9,12.1,0.6,NW,2.4,Wanshouxigong,10-09-2015 17:00,Good
22170,2015,9,10,17,11,11,2,48,500,27,15.9,1015.9,12.1,0.6,NW,2.4,Tiantan,10-09-2015 17:00,Good
22170,2015,9,10,17,6,6,2,45,500,17,15.6,1011.9,13.1,0.1,NNW,1.7,Changping,10-09-2015 17:00,Good
22171,2015,9,10,18,8,8,2,28,500,37,14.1,1011.6,11.6,1.2,NNW,1.4,Changping,10-09-2015 18:00,Good
22171,2015,9,10,18,9,11,2,35,500,42,14.7,1016.1,11.5,0.9,NW,3.1,Wanshouxigong,10-09-2015 18:00,Good
22171,2015,9,10,18,9,11,2,52,500,28,14.7,1016.1,11.5,0.9,NW,3.1,Tiantan,10-09-2015 18:00,Good
22171,2015,9,10,18,5,10,2,4,300,36,14.3,1011.1,12.8,1.3,WNW,1.1,Huairou,10-09-2015 18:00,Good
22172,2015,9,10,19,8,12,2,31,500,32,13.9,1011.4,12.3,0.7,NNW,1.2,Changping,10-09-2015 19:00,Good
22172,2015,9,10,19,6,13,2,35,600,42,14,1015.9,11.3,1.2,NNW,2.3,Wanshouxigong,10-09-2015 19:00,Good
22172,2015,9,10,19,9,9,2,5,300,31,13.8,1010.9,12.5,0.7,WNW,1.9,Huairou,10-09-2015 19:00,Good
22172,2015,9,10,19,8,12,2,53,500,26,14,1015.9,11.3,1.2,NNW,2.3,Tiantan,10-09-2015 19:00,Good
22173,2015,9,10,20,4,13,2,59,600,6,13.9,1012.1,12.3,0.2,NNW,1,Changping,10-09-2015 20:00,Good
22173,2015,9,10,20,6,13,2,29,500,47,13.7,1016.6,11.6,1.5,NNW,2.4,Wanshouxigong,10-09-2015 20:00,Good
22173,2015,9,10,20,3,5,2,3,300,35,13.6,1011.7,12.7,0.3,WNW,0.7,Huairou,10-09-2015 20:00,Good
22173,2015,9,10,20,7,18,2,51,500,22,13.7,1016.6,11.6,1.5,NNW,2.4,Tiantan,10-09-2015 20:00,Good
22174,2015,9,10,21,3,9,2,53,500,9,13.9,1011.9,12.3,0.1,NNW,0.9,Changping,10-09-2015 21:00,Good
22174,2015,9,10,21,4,7,2,2,300,35,13.3,1012,12,0.2,WNW,0.9,Huairou,10-09-2015 21:00,Good
22174,2015,9,10,21,12,12,2,46,500,30,13.9,1016.6,11.6,0.3,NW,2.1,Tiantan,10-09-2015 21:00,Good
22174,2015,9,10,21,7,8,2,30,500,49,13.9,1016.6,11.6,0.3,NW,2.1,Wanshouxigong,10-09-2015 21:00,Good
22175,2015,9,10,22,11,11,2,41,400,39,14.1,1016.2,12,0,NE,1.6,Tiantan,10-09-2015 22:00,Good
22175,2015,9,10,22,5,5,2,27,500,50,14.1,1016.2,12,0,NE,1.6,Wanshouxigong,10-09-2015 22:00,Good
22175,2015,9,10,22,6,6,2,50,500,7,14,1011.7,12,0,NW,0.8,Changping,10-09-2015 22:00,Good
22175,2015,9,10,22,3,5,2,2,300,39,13.3,1011.2,12.4,0,NNW,0.9,Huairou,10-09-2015 22:00,Good
22176,2015,9,10,23,6,6,2,44,400,33,14.3,1015.7,11.4,0,NNE,1.3,Tiantan,10-09-2015 23:00,Good
22176,2015,9,10,23,4,5,2,2,300,30,13.3,1010.8,12.7,0,NE,1.2,Huairou,10-09-2015 23:00,Good
22176,2015,9,10,23,8,8,2,27,500,45,14.3,1015.7,11.4,0,NNE,1.3,Wanshouxigong,10-09-2015 23:00,Good
22176,2015,9,10,23,8,8,2,37,500,16,13.6,1011.1,12.2,0.5,W,1.2,Changping,10-09-2015 23:00,Good
22177,2015,9,11,0,4,5,2,3,300,25,13.4,1010.2,12.8,0.1,NW,0.5,Huairou,11-09-2015 00:00,Good
22177,2015,9,11,0,11,11,2,26,500,42,13.9,1015.2,10.7,0.1,NNE,1.2,Wanshouxigong,11-09-2015 00:00,Good
22177,2015,9,11,0,7,7,2,36,300,34,13.9,1015.2,10.7,0.1,NNE,1.2,Tiantan,11-09-2015 00:00,Good
22177,2015,9,11,0,6,6,2,33,500,22,13.6,1010.4,12,0,NW,1,Changping,11-09-2015 00:00,Good
22178,2015,9,11,1,13,13,2,31,300,38,13.8,1014.6,11.7,0.1,WNW,1.2,Tiantan,11-09-2015 01:00,Good
22178,2015,9,11,1,3,5,2,2,400,29,13.4,1009.4,12.9,0,SE,0.9,Huairou,11-09-2015 01:00,Good
22178,2015,9,11,1,10,10,2,29,500,35,13.8,1014.6,11.7,0.1,WNW,1.2,Wanshouxigong,11-09-2015 01:00,Good
22178,2015,9,11,1,5,5,2,58,500,2,13.6,1009.7,12,0,W,1.2,Changping,11-09-2015 01:00,Good
22179,2015,9,11,2,4,5,2,3,200,21,13.5,1008.9,12.9,0,NE,0.4,Huairou,11-09-2015 02:00,Good
22179,2015,9,11,2,10,10,2,36,300,35,13.8,1013.9,11.1,0,WNW,1.6,Tiantan,11-09-2015 02:00,Good
22179,2015,9,11,2,8,8,2,64,500,2,13.7,1009,12.1,0,NW,0.9,Changping,11-09-2015 02:00,Good
22179,2015,9,11,2,11,11,2,25,400,36,13.8,1013.9,11.1,0,WNW,1.6,Wanshouxigong,11-09-2015 02:00,Good
22180,2015,9,11,3,8,11,2,55,500,2,13.9,1009.1,12.3,0,S,0.4,Changping,11-09-2015 03:00,Good
22180,2015,9,11,3,10,10,2,28,300,32,14.2,1013.8,10.8,0,WNW,1.7,Tiantan,11-09-2015 03:00,Good
22180,2015,9,11,3,7,7,2,16,300,49,14.2,1013.8,10.8,0,WNW,1.7,Wanshouxigong,11-09-2015 03:00,Good
22180,2015,9,11,3,7,7,2,11,300,12,13.5,1008.7,12.9,0,NW,1,Huairou,11-09-2015 03:00,Good
22181,2015,9,11,4,6,11,2,50,500,3,14.3,1008.6,11.1,0,N,0.6,Changping,11-09-2015 04:00,Good
22181,2015,9,11,4,7,7,2,23,300,28,14.6,1013.4,10.8,0,NNW,0.9,Tiantan,11-09-2015 04:00,Good
22181,2015,9,11,4,4,5,2,16,300,47,14.6,1013.4,10.8,0,NNW,0.9,Wanshouxigong,11-09-2015 04:00,Good
22181,2015,9,11,4,11,12,2,15,300,6,13.6,1008.6,13,0,NW,1.1,Huairou,11-09-2015 04:00,Good
22182,2015,9,11,5,6,6,2,51,500,8,14,1008.4,11.5,0,SW,0.5,Changping,11-09-2015 05:00,Good
22182,2015,9,11,5,9,9,2,23,300,26,14.6,1013.1,11,0,WNW,1.6,Tiantan,11-09-2015 05:00,Good
22182,2015,9,11,5,5,5,2,16,300,45,14.6,1013.1,11,0,WNW,1.6,Wanshouxigong,11-09-2015 05:00,Good
22182,2015,9,11,5,11,11,2,13,400,4,13.6,1008,13,0,WNW,1.1,Huairou,11-09-2015 05:00,Good
22183,2015,9,11,6,8,8,2,22,300,24,14.8,1013.2,11,0,N,0.8,Tiantan,11-09-2015 06:00,Good
22183,2015,9,11,6,4,5,2,17,300,45,14.8,1013.2,11,0,N,0.8,Wanshouxigong,11-09-2015 06:00,Good
22183,2015,9,11,6,7,7,2,57,500,2,14,1008.6,10.8,0,NW,1,Changping,11-09-2015 06:00,Good
22183,2015,9,11,6,10,10,2,7,300,9,13.6,1008.4,13,0,E,0.9,Huairou,11-09-2015 06:00,Good
22184,2015,9,11,7,4,9,2,6,300,12,14,1008.4,13,0,NNW,1,Huairou,11-09-2015 07:00,Good
22184,2015,9,11,7,3,6,3,34,400,12,14.9,1013.3,11.1,0,WNW,1.2,Tiantan,11-09-2015 07:00,Good
22184,2015,9,11,7,10,10,2,38,500,26,14.9,1008.5,10.9,0,NNW,1.3,Changping,11-09-2015 07:00,Good
22184,2015,9,11,7,4,7,2,23,400,35,14.9,1013.3,11.1,0,WNW,1.2,Wanshouxigong,11-09-2015 07:00,Good
22185,2015,9,11,8,7,8,2,6,400,14,15.3,1008.3,12.2,0,SW,0.6,Huairou,11-09-2015 08:00,Good
22185,2015,9,11,8,8,8,2,44,500,28,16.5,1013.2,10.6,0,NNW,2,Tiantan,11-09-2015 08:00,Good
22185,2015,9,11,8,9,9,2,32,500,32,15.4,1008.5,11,0,NNW,1.2,Changping,11-09-2015 08:00,Good
22185,2015,9,11,8,8,8,2,29,500,38,16.5,1013.2,10.6,0,NNW,2,Wanshouxigong,11-09-2015 08:00,Good
22186,2015,9,11,9,6,6,2,7,400,23,17.4,1007.9,11.4,0,W,1.4,Huairou,11-09-2015 09:00,Good
22186,2015,9,11,9,12,17,3,53,600,22,17.5,1013,10.6,0,NNE,2.3,Tiantan,11-09-2015 09:00,Good
22186,2015,9,11,9,7,13,2,30,500,38,17.5,1013,10.6,0,NNE,2.3,Wanshouxigong,11-09-2015 09:00,Good
